Token,Emotions,EmotionCount
gaben,"admiration, anger, disappointment, neutral",4
schultern,"joy, neutral, remorse",3
forttragen,"curiosity, fear, neutral",3
öffnete,"admiration, amusement, disappointment, love, neutral, sadness, surprise",7
richtete,"admiration, anger, neutral",3
zugetragen,"neutral, sadness",2
pracht,"admiration, annoyance, love, neutral",4
herrlichkeit,"admiration, curiosity, neutral",3
gottlose,"admiration, anger, neutral",3
daraus,"admiration, anger, annoyance, caring, curiosity, nervousness, neutral",7
umgeben,"admiration, neutral",2
wagte,"love, neutral, sadness",3
elend,"disappointment, disgust, neutral",3
rapunzeln,"admiration, anger, neutral",3
eh,"neutral, sadness",2
lässest,"love, neutral",2
holst,"annoyance, neutral",2
mag,"amusement, curiosity, love, neutral, sadness",5
will.,"admiration, love, neutral",3
gewaltig,"anger, caring, curiosity, disgust, fear, love, neutral",7
schlecht,"admiration, annoyance, confusion, embarrassment, neutral",5
gnade,"admiration, caring, fear, gratitude, love, neutral, optimism",7
ergehen,"caring, excitement, neutral",3
kinde,"desire, love, neutral",3
prächtige,"admiration, neutral",2
fein,"admiration, neutral",2
vernahm,"admiration, neutral",2
herunter,"neutral, sadness",2
ritt,"admiration, amusement, anger, desire, disappointment, fear, joy, neutral, optimism, sadness",10
lieblich,"curiosity, neutral",2
seide,"admiration, annoyance, neutral",3
merkte,"admiration, disappointment, disgust, neutral, realization, sadness",6
schlug,"admiration, desire, disappointment, disgust, joy, love, neutral, sadness",8
linke,"admiration, annoyance, neutral",3
verstoßen,"annoyance, neutral",2
ansah,"admiration, love, nervousness, neutral, realization",5
aha,"amusement, neutral",2
wanderte,"neutral, sadness",2
wüstenei,"disgust, neutral",2
erkannte,"admiration, fear, love, neutral, realization, sadness",6
schwank,"gratitude, neutral",2
vierte,"curiosity, neutral",2
fünfte,"curiosity, neutral",2
sechste,"curiosity, neutral",2
laßt,"fear, neutral",2
kleidern,"admiration, neutral",2
mußte,"amusement, neutral",2
bleibst,"approval, neutral",2
manne,"admiration, anger, love, neutral",4
leidlich,"annoyance, disgust, neutral",3
trieb,"anger, disgust, fear, neutral",4
gehts,"caring, neutral",2
weiden,"amusement, neutral",2
wund,"neutral, sadness",2
sehe,"approval, love, neutral, sadness",4
versuchte,"anger, joy, neutral, realization",4
ichs,"annoyance, neutral",2
töpfen,"approval, neutral",2
irdenem,"curiosity, neutral",2
hungers,"anger, annoyance, neutral",3
erstemal,"joy, neutral",2
forderte,"anger, annoyance, neutral",3
töpfe,"approval, disapproval, love, neutral",4
dauerte,"caring, neutral, sadness",3
husar,"love, neutral",2
zersprang,"joy, neutral",2
gefragt,"fear, neutral",2
nährten,"neutral, sadness",2
ältesten,"admiration, neutral, sadness",3
manchmal,"joy, neutral",2
weigerte,"love, neutral",2
spott,"anger, annoyance, disapproval, disgust, neutral",5
hingen,"admiration, neutral",2
herausbringen,"anger, neutral",2
zugegangen,"curiosity, embarrassment, joy, neutral, sadness",5
tanzten,"joy, neutral, sadness",3
meldete,"admiration, neutral",2
haupt,"caring, disgust, fear, neutral, sadness",5
befand,"approval, neutral",2
'du,"fear, neutral",2
wärst,"annoyance, neutral",2
schwamm,"admiration, neutral",2
öffneten,"neutral, surprise",2
freuten,"admiration, joy, neutral",3
rührte,"fear, neutral",2
glaubten,"admiration, love, neutral, realization",4
sank,"curiosity, love, neutral, sadness",4
einfältig,"annoyance, neutral",2
glänzten,"admiration, neutral",2
fuhr,"anger, annoyance, curiosity, disgust, joy, neutral, realization, sadness, surprise",9
krachte,"neutral, sadness",2
'ich,"desire, neutral, surprise",3
kräften,"admiration, neutral",2
warmen,"admiration, neutral",2
heiß,"admiration, neutral",2
zumut,"neutral, surprise",2
traten,"confusion, neutral, realization",3
leer,"disapproval, neutral, sadness",3
fuhren,"fear, joy, neutral",3
schnarchte,"curiosity, neutral",2
brachten,"embarrassment, neutral",2
stellten,"anger, neutral",2
unterirdischen,"fear, neutral",2
berichtete,"neutral, sadness",2
jung,"admiration, annoyance, neutral",3
nächte,"neutral, realization",2
getraute,"annoyance, neutral",2
sagten,"neutral, realization, sadness",3
himmels,"desire, neutral",2
glaubte,"admiration, caring, disapproval, excitement, fear, joy, love, neutral, optimism, realization, sadness",11
irgendwo,"joy, neutral",2
müdigkeit,"neutral, pride",2
morgenstern,"admiration, neutral",2
beinchen,"admiration, neutral",2
verschlossen,"disapproval, joy, neutral",3
herren,"joy, neutral, realization",3
ein.,"annoyance, neutral",2
geschwirr,"fear, neutral",2
vermählen,"neutral, sadness, surprise",3
trösten,"neutral, sadness",2
haben.,"admiration, annoyance, caring, neutral",4
käme,"admiration, anger, fear, neutral, sadness",5
gehabt,"annoyance, curiosity, desire, grief, neutral, sadness",6
räten,"amusement, neutral",2
hoffte,"neutral, optimism",2
abzubringen,"disappointment, neutral",2
euerm,"joy, neutral",2
geben.,"admiration, annoyance, gratitude, neutral",4
mussten,"disgust, gratitude, neutral, sadness",4
sein.,"annoyance, approval, caring, love, neutral",5
fasste,"approval, disgust, embarrassment, love, neutral, sadness",6
sternen,"disgust, neutral",2
schwarz,"admiration, amusement, excitement, neutral, realization, sadness",6
jagte,"anger, annoyance, neutral",3
nehmt,"fear, neutral",2
rupfte,"anger, neutral",2
federvieh,"excitement, neutral",2
halben,"neutral, realization",2
nuss,"love, neutral",2
kannte,"admiration, curiosity, neutral",3
meinten,"admiration, fear, neutral",3
ausgezogen,"caring, neutral",2
stiefeln,"fear, neutral",2
anstellte,"admiration, neutral",2
tust,"love, neutral",2
hingehen,"admiration, neutral",2
warf,"admiration, anger, caring, fear, gratitude, love, neutral, sadness",8
verbergen,"admiration, disgust, neutral",3
aufgegangen,"disgust, neutral",2
warm,"admiration, joy, neutral, sadness",4
sangen,"love, neutral",2
swinegel,"curiosity, gratitude, joy, neutral",4
felde,"curiosity, embarrassment, neutral",3
ertragen,"admiration, neutral",2
schief,"embarrassment, neutral",2
hasen,"admiration, annoyance, curiosity, gratitude, neutral",5
angenommen,"disgust, neutral",2
vornehmer,"curiosity, neutral",2
kerl,"admiration, caring, disappointment, fear, neutral",5
ankam,"joy, neutral",2
o,"annoyance, confusion, love, neutral, sadness",5
halt,"caring, disgust, neutral",3
's,"admiration, neutral",2
mochte,"admiration, neutral",2
furche,"admiration, fear, neutral",3
wies,"anger, annoyance, desire, neutral, realization",5
ungefähr,"neutral, sadness",2
ruhig,"joy, love, neutral",3
vollem,"admiration, neutral",2
verwunderte,"admiration, curiosity, love, neutral, surprise",5
dingen,"amusement, approval, neutral",3
flogen,"caring, joy, neutral",3
ärger,"admiration, anger, fear, neutral",4
meinetwegen,"amusement, neutral",2
begab,"admiration, neutral",2
friede,"annoyance, neutral, optimism",3
erhielt,"admiration, caring, joy, neutral, realization, sadness",6
aussah,"admiration, disgust, fear, love, neutral",5
schau,"admiration, neutral",2
dich.,"love, neutral",2
wen,"annoyance, confusion, neutral",3
richtigkeit,"gratitude, neutral",2
bärenhaut,"admiration, neutral",2
wehe,"neutral, sadness",2
orten,"neutral, sadness",2
bärenhäuter,"anger, annoyance, caring, desire, disappointment, love, neutral",7
ruf,"approval, love, neutral",3
freundliches,"admiration, neutral",2
ursache,"confusion, disapproval, neutral",3
offenbarte,"admiration, neutral, realization",3
freilich,"admiration, embarrassment, neutral, sadness",4
bringen.,"admiration, neutral",2
gefiel,"admiration, love, neutral",3
hüte,"admiration, caring, neutral",3
schwieg,"annoyance, neutral",2
reichlich,"disappointment, gratitude, love, neutral",4
vornehmen,"gratitude, neutral",2
kleide,"admiration, neutral",2
zeigte,"admiration, disgust, neutral, realization, sadness",5
eierkuchen,"gratitude, neutral",2
schluck,"joy, neutral",2
pack,"fear, neutral",2
hieb,"anger, disgust, neutral, sadness",4
gleichfalls,"embarrassment, neutral",2
verständig,"admiration, neutral",2
schaden,"neutral, sadness",2
klug,"admiration, caring, disappointment, neutral",4
finden.,"love, neutral",2
blieben,"admiration, curiosity, love, neutral",4
schrien,"neutral, surprise",2
bleib,"admiration, caring, disappointment, love, neutral",5
herzu,"fear, neutral",2
drein,"embarrassment, neutral",2
folgte,"admiration, curiosity, neutral, realization, surprise",5
möchten,"love, neutral, sadness",3
schwiegersohn,"curiosity, neutral",2
kalte,"neutral, relief, remorse",3
weh,"neutral, sadness",2
magen,"neutral, sadness",2
mehl,"anger, annoyance, love, neutral",4
bist.,"joy, love, neutral",3
futter,"anger, neutral",2
wehte,"neutral, realization, relief",3
fortgegangen,"embarrassment, neutral, realization",3
annehmen,"annoyance, neutral",2
laute,"neutral, sadness",2
kragen,"anger, neutral",2
sitze,"neutral, sadness",2
äste,"admiration, disgust, neutral",3
einschlief,"curiosity, neutral",2
sähe,"curiosity, neutral",2
schimmern,"neutral, sadness",2
ratschlagten,"annoyance, neutral",2
fingen,"anger, neutral",2
insgesamt,"annoyance, neutral",2
krähte,"disappointment, neutral",2
stürzten,"anger, neutral, sadness",3
aßen,"annoyance, joy, love, neutral",4
feurigen,"neutral, surprise",2
spie,"anger, disgust, neutral",3
rannte,"admiration, curiosity, neutral",3
munter,"admiration, neutral",2
schwarzes,"neutral, surprise",2
dache,"caring, curiosity, joy, neutral",4
richter,"annoyance, neutral",2
seyn,"fear, neutral",2
müßt,"neutral, surprise",2
graben,"anger, neutral",2
setze,"love, neutral, sadness",3
willigte,"admiration, approval, neutral",3
freuden,"gratitude, joy, love, neutral",4
bedachte,"fear, neutral",2
butter,"admiration, neutral",2
käse,"admiration, love, neutral",3
thier,"admiration, neutral",2
zeitlang,"annoyance, neutral, sadness",3
glücklicher,"joy, neutral, relief",3
strich,"admiration, joy, neutral",3
gedacht,"neutral, sadness, surprise",3
lassen.,"neutral, sadness",2
übergab,"amusement, neutral",2
bursch,"annoyance, embarrassment, neutral",3
getauscht,"confusion, neutral",2
gewicht,"caring, disappointment, neutral",3
indessen,"admiration, neutral, surprise",3
schüttelte,"caring, disgust, neutral",3
kopfkissen,"admiration, neutral",2
redete,"joy, neutral",2
gekauft,"neutral, sadness",2
läßt,"admiration, gratitude, neutral",3
lud,"gratitude, neutral",2
begann,"neutral, realization, remorse, sadness",4
mühe,"admiration, anger, neutral",3
erbärmlich,"neutral, sadness",2
frischen,"joy, neutral",2
drehte,"curiosity, neutral, sadness",3
sechse,"grief, love, neutral",3
künste,"admiration, neutral",2
auge,"admiration, neutral, sadness",3
blies,"joy, neutral, realization",3
springe,"love, neutral",2
begegneten,"annoyance, neutral",2
langte,"joy, neutral",2
schöpfte,"admiration, neutral",2
überkam,"curiosity, neutral",2
läge,"curiosity, neutral",2
gewöhnlicher,"admiration, neutral",2
verlor,"admiration, amusement, disappointment, neutral, sadness",5
bang,"fear, neutral",2
sollt,"annoyance, neutral",2
darinnen,"amusement, neutral",2
sechsen,"neutral, realization",2
merkten,"neutral, realization",2
sinne,"neutral, realization",2
schämen,"embarrassment, neutral",2
schüsseln,"admiration, excitement, neutral",3
aufging,"admiration, neutral",2
willst.,"neutral, sadness",2
holen.,"joy, love, neutral",3
stärksten,"disgust, neutral",2
wird.,"curiosity, neutral",2
ist.,"admiration, amusement, neutral, sadness",4
riefen,"admiration, amusement, curiosity, love, neutral",5
werdet,"confusion, neutral",2
sämtlich,"admiration, neutral",2
bescheid,"admiration, fear, neutral",3
krystallkugel,"neutral, relief",2
traute,"admiration, neutral",2
adler,"anger, fear, neutral",3
hausen,"joy, neutral",2
fürchtete,"admiration, caring, disgust, fear, love, neutral",6
säße,"love, neutral",2
rufe,"disappointment, neutral",2
lauft,"embarrassment, neutral",2
seufzte,"amusement, neutral, sadness",3
lippen,"excitement, joy, nervousness, neutral, realization, surprise",6
sage,"curiosity, neutral",2
eis,"admiration, neutral",2
langem,"love, neutral",2
erhob,"admiration, anger, neutral",3
erhoben,"anger, neutral",2
wellen,"neutral, remorse",2
getrieben,"approval, curiosity, joy, neutral",4
glanz,"neutral, surprise",2
weisheit,"admiration, neutral, optimism, realization",4
berühmt,"admiration, anger, annoyance, neutral",4
zurückhalten,"love, neutral",2
drohte,"anger, disappointment, fear, neutral",4
heftigen,"disappointment, fear, neutral",3
bessern,"fear, neutral",2
glatt,"joy, neutral",2
wünschte,"desire, neutral",2
bemerkte,"caring, neutral, realization, sadness",4
seitenweg,"fear, neutral",2
stolze,"admiration, amusement, neutral",3
verschmähte,"anger, disgust, neutral",3
sonnenstrahlen,"joy, neutral",2
körnchen,"neutral, sadness",2
fehlte,"admiration, neutral, sadness",3
gelesen,"admiration, neutral",2
königreiche,"disappointment, neutral",2
ästen,"love, neutral",2
geräusch,"fear, neutral",2
liebster,"admiration, caring, neutral",3
trauer,"love, neutral, realization, sadness",4
erbe,"admiration, neutral",2
kammern,"caring, neutral",2
ists,"admiration, fear, neutral",3
näpfe,"admiration, neutral",2
gewild,"admiration, neutral",2
wunderbaren,"admiration, neutral",2
herrlichsten,"admiration, neutral",2
schiffe,"admiration, neutral",2
kammerjungfer,"joy, neutral, sadness",3
meere,"gratitude, neutral, remorse",3
entdeckte,"curiosity, neutral",2
gehen.,"admiration, neutral",2
sprengte,"neutral, sadness",2
prächtiger,"admiration, neutral",2
getreuester,"caring, neutral, sadness",3
johannes.,"neutral, sadness",2
antlitz,"fear, neutral, sadness",3
kniete,"disappointment, gratitude, neutral",3
atmete,"curiosity, joy, neutral",3
gebar,"admiration, neutral",2
söhnlein,"love, neutral, sadness",3
blute,"neutral, sadness",2
bestrichen,"love, neutral",2
bestrich,"disapproval, neutral",2
heil,"joy, neutral",2
spielten,"admiration, neutral, sadness",3
dunkler,"admiration, gratitude, love, neutral, realization, surprise",6
liebstes,"neutral, sadness",2
spielwerk,"joy, neutral",2
händchen,"admiration, neutral",2
woher,"curiosity, neutral",2
weine,"curiosity, love, neutral",3
gekrochen,"admiration, neutral",2
garstiger,"admiration, neutral",2
frosch.,"admiration, neutral",2
spielte,"approval, neutral, sadness",3
durchaus,"neutral, realization",2
geselle,"admiration, love, neutral",3
fuße,"admiration, neutral",2
heb,"admiration, neutral",2
reinen,"love, neutral",2
pferden,"admiration, neutral, sadness",3
hinten,"joy, neutral",2
betrübt,"curiosity, joy, neutral",3
traurigkeit,"admiration, neutral, sadness",3
geweissagt,"gratitude, neutral",2
ärgerte,"annoyance, neutral",2
schachtel,"admiration, curiosity, neutral",3
unerwarteten,"neutral, surprise",2
drang,"anger, neutral",2
pflegten,"admiration, neutral",2
goldstücke,"neutral, surprise",2
hießen,"admiration, neutral",2
briefe,"curiosity, neutral",2
verirrte,"anger, disappointment, neutral",3
gelangte,"admiration, neutral, surprise",3
fürchte,"admiration, fear, love, neutral",4
zeigten,"love, neutral",2
habe.,"confusion, neutral",2
bringst,"excitement, neutral",2
marktbrunnen,"curiosity, neutral",2
quoll,"curiosity, neutral",2
abgelöst,"fear, neutral",2
ellermutter,"curiosity, neutral",2
dauerst,"love, neutral",2
möcht,"neutral, surprise",2
laub,"disappointment, neutral",2
schalt,"annoyance, caring, disgust, neutral",4
wirfst,"caring, neutral",2
menschenfleisch,"disapproval, neutral",2
geträumt,"annoyance, curiosity, disappointment, fear, neutral",5
übel,"curiosity, neutral, remorse",3
lauste,"curiosity, neutral",2
he,"confusion, curiosity, neutral",3
dummbart,"confusion, neutral",2
faule,"neutral, sadness",2
bückte,"admiration, neutral",2
heftig,"neutral, sadness",2
unbarmherzig,"disgust, neutral",2
herzensangst,"admiration, neutral",2
machst,"annoyance, curiosity, fear, neutral",4
jammer,"disgust, neutral",2
aufgetan,"joy, neutral",2
bedeckt,"disgust, neutral, sadness",3
hie.,"excitement, neutral, sadness",3
schmutzig,"disapproval, disgust, neutral",3
ausgeschüttet,"neutral, surprise",2
mahlen,"neutral, sadness",2
hör,"caring, neutral",2
handschuhe,"love, neutral",2
korn,"curiosity, neutral",2
rebhühner,"gratitude, neutral",2
wußte,"fear, gratitude, neutral",3
anzahl,"neutral, surprise",2
drinnen,"admiration, neutral",2
müllersohn,"neutral, surprise",2
durfte,"joy, love, neutral, realization",4
bade,"admiration, neutral",2
heu,"curiosity, neutral",2
könntest,"admiration, amusement, annoyance, love, neutral",5
löwe,"admiration, amusement, fear, love, neutral, realization",6
gewiß,"admiration, neutral, surprise",3
maus,"admiration, confusion, gratitude, love, neutral",5
aufnehmen,"fear, neutral",2
arbeitete,"admiration, annoyance, joy, neutral",4
machen.,"joy, neutral",2
bind,"admiration, neutral",2
führe,"admiration, neutral",2
geschrei,"fear, love, neutral, sadness",4
ausgerichtet,"admiration, neutral",2
befiehlst,"curiosity, neutral, surprise",3
möglich,"joy, neutral, sadness",3
wunderlichen,"amusement, annoyance, neutral",3
gemeine,"neutral, sadness",2
mägdedienste,"fear, neutral",2
riet,"annoyance, neutral",2
schlimm,"admiration, caring, disappointment, fear, neutral, sadness",6
erwiderte,"admiration, neutral, sadness, surprise",4
herauszog,"desire, neutral",2
verwunderung,"love, neutral, realization, surprise",4
betrachtete,"admiration, amusement, confusion, love, neutral",5
schloss.,"admiration, neutral",2
gesorgt,"curiosity, neutral",2
tun.,"caring, fear, neutral",3
sprichst,"joy, neutral",2
gestanden,"disappointment, neutral",2
geputzt,"amusement, neutral",2
begehr,"annoyance, love, neutral",3
quälte,"fear, neutral",2
dus,"caring, neutral",2
lilien,"admiration, neutral",2
ritten,"neutral, sadness",2
goldkinder,"neutral, sadness",2
erblickten,"neutral, realization",2
spotten,"anger, embarrassment, neutral",3
bärenfelle,"admiration, love, neutral",3
überzog,"neutral, sadness",2
getrost,"caring, neutral",2
rauschen,"nervousness, neutral",2
goldkind,"fear, love, neutral",3
aufstand,"neutral, surprise",2
gemeiner,"annoyance, neutral",2
hirsch,"fear, love, neutral",3
umsah,"neutral, realization",2
wiedersahen,"joy, neutral",2
küssten,"joy, neutral",2
herzten,"joy, neutral",2
ziehen.,"caring, neutral",2
dicke,"amusement, neutral",2
itschen,"neutral, sadness",2
albern,"annoyance, neutral",2
trugen,"admiration, curiosity, neutral, optimism, realization, sadness",6
erstaunte,"admiration, neutral",2
zogen,"admiration, annoyance, caring, excitement, fear, joy, neutral, realization, sadness",9
nochmals,"anger, caring, curiosity, neutral",4
gelbe,"neutral, sadness",2
rübe,"neutral, sadness",2
mäuschen,"neutral, sadness",2
küsste,"admiration, love, neutral",3
fräulein,"admiration, neutral, sadness",3
brachen,"admiration, neutral",2
zeiten,"admiration, neutral, realization",3
ladete,"desire, neutral",2
bloß,"annoyance, neutral",2
dreizehn,"gratitude, neutral",2
grüßen,"gratitude, neutral",2
verließ,"caring, neutral, sadness",3
umdrehte,"curiosity, neutral",2
empfand,"admiration, love, neutral",3
getreten,"curiosity, neutral",2
flackerte,"curiosity, love, neutral",3
königssöhne,"curiosity, neutral, sadness",3
dringen,"neutral, sadness",2
wunderschöne,"admiration, neutral, surprise",3
königssohns,"neutral, surprise",2
müllerburschen,"approval, neutral",2
dienten,"joy, neutral",2
kleinknecht,"curiosity, neutral",2
albernen,"amusement, neutral",2
geige,"neutral, sadness",2
leuchtete,"admiration, curiosity, neutral",3
schlafkammer,"neutral, remorse",2
halfen,"disappointment, neutral",2
sanft,"admiration, neutral, pride",3
geheißen,"caring, neutral, realization",3
heimkam,"grief, neutral",2
blind,"neutral, sadness",2
rechtes,"annoyance, neutral",2
bunte,"admiration, neutral",2
mahlbursch,"curiosity, neutral",2
werkzeug,"disgust, neutral",2
gebaut,"admiration, annoyance, joy, neutral",4
obendrein,"admiration, caring, neutral",3
gearbeitet,"admiration, neutral",2
reis,"gratitude, neutral",2
streifte,"admiration, neutral",2
staub,"love, neutral",2
schmutz,"admiration, disgust, neutral",3
anhielt,"amusement, neutral",2
helft,"fear, neutral",2
übrigen,"admiration, neutral",2
mich.,"nervousness, neutral",2
wartete,"annoyance, disappointment, neutral, sadness",4
schornstein,"fear, neutral",2
anhub,"curiosity, joy, neutral",3
vorigen,"neutral, realization",2
zierlich,"admiration, neutral",2
pantoffel,"annoyance, neutral",2
müsst,"gratitude, neutral, sadness",3
wunderbarer,"admiration, neutral",2
zurückgelassen,"fear, neutral",2
aufgelesen,"neutral, sadness",2
vollbracht,"fear, neutral, realization",3
kroch,"admiration, neutral, sadness",3
weniger,"neutral, surprise",2
bleibens,"neutral, sadness",2
verloren.,"caring, neutral",2
führten,"admiration, amusement, neutral",3
litt,"neutral, sadness",2
beständig,"neutral, sadness",2
angezündet,"admiration, neutral",2
unschuldig,"neutral, sadness",2
abhauen,"caring, neutral",2
goldvogel,"admiration, neutral",2
wirds,"amusement, neutral",2
vermisste,"neutral, realization",2
goldstück,"admiration, neutral",2
gefielen,"love, neutral",2
lernten,"caring, neutral",2
herangewachsen,"admiration, love, neutral, optimism",4
pflegevater,"caring, joy, neutral",3
euern,"neutral, sadness",2
schieß,"fear, neutral",2
gelang,"approval, neutral",2
ergehen.,"caring, fear, neutral",3
tranken,"annoyance, joy, neutral",3
ergangen,"caring, love, neutral, sadness",4
blank.,"fear, neutral",2
leiden,"admiration, disappointment, neutral",3
füchse,"admiration, neutral",2
trennen.,"gratitude, neutral",2
loch,"caring, fear, neutral",3
erwartete,"desire, fear, neutral, sadness",4
trost,"admiration, neutral, sadness",3
glut,"admiration, neutral, realization",3
dampf,"neutral, surprise",2
herbeigelaufen,"neutral, surprise",2
schweif,"amusement, neutral",2
zerrissen,"anger, embarrassment, joy, love, neutral",5
name,"admiration, neutral, realization",3
zungen,"love, neutral",2
zwang,"fear, neutral",2
weckte,"annoyance, neutral",2
fügte,"love, neutral, remorse",3
verkehrt,"neutral, realization",2
fehler,"neutral, optimism",2
heilte,"admiration, neutral, sadness",3
jahres,"desire, neutral",2
geringste,"fear, neutral",2
schreiend,"disgust, neutral, sadness",3
heulend,"neutral, sadness",2
zugemüs,"admiration, neutral",2
zuckerwerk,"admiration, neutral",2
gehn,"caring, neutral",2
brüllte,"annoyance, neutral",2
abgeholt,"caring, neutral",2
rachen,"curiosity, neutral",2
bleich,"admiration, neutral, sadness",3
verteilt,"love, neutral",2
beweise,"admiration, neutral",2
wunderbare,"admiration, neutral",2
hierher,"fear, neutral",2
mein.,"neutral, surprise",2
schenke,"approval, excitement, neutral",3
dazu.,"amusement, neutral",2
zauberwald,"disappointment, fear, neutral",3
gekommen.,"admiration, neutral",2
ächzen,"amusement, neutral",2
friert,"amusement, neutral",2
wärme,"caring, neutral",2
rute,"fear, neutral",2
gen,"fear, neutral",2
leichter,"caring, neutral",2
zweischneidiges,"neutral, realization",2
lachte,"amusement, anger, disgust, joy, love, neutral",6
griffen,"curiosity, neutral, sadness",3
gemerkt,"approval, neutral",2
einander.,"love, neutral",2
kanns,"annoyance, neutral, sadness",3
schlößchen,"admiration, joy, neutral",3
pfahl,"curiosity, neutral",2
lächelte,"joy, love, neutral",3
überfluß,"annoyance, neutral",2
nehme,"anger, annoyance, neutral",3
flossen,"joy, neutral, sadness",3
treibst,"curiosity, neutral",2
empfing,"admiration, joy, neutral",3
bettuch,"desire, neutral",2
merken,"neutral, sadness",2
merke,"neutral, surprise",2
runzeln,"confusion, neutral",2
fäßchen,"curiosity, neutral",2
findest,"admiration, love, neutral",3
heben,"admiration, love, neutral",3
trink,"nervousness, neutral",2
heda,"neutral, sadness",2
gepackt,"fear, neutral",2
geglückt,"caring, neutral",2
steinerne,"neutral, remorse, sadness",3
pflaster,"admiration, neutral",2
lauerte,"disgust, neutral",2
erhellt,"annoyance, neutral",2
ungern,"disappointment, neutral",2
gottesacker,"neutral, realization",2
freuen,"joy, neutral",2
heiler,"neutral, sadness",2
erhöhung,"admiration, neutral",2
erworben,"curiosity, neutral",2
hohe,"admiration, joy, neutral",3
lernte,"admiration, neutral, realization, sadness",4
schulen,"disapproval, neutral",2
beschwerlich,"neutral, sadness",2
anbruch,"neutral, sadness",2
abgehen,"neutral, sadness",2
suchen.,"neutral, sadness",2
stecke,"caring, love, neutral",3
schüler,"fear, gratitude, neutral",3
brechen.,"fear, neutral",2
magst,"nervousness, neutral",2
geringe,"joy, neutral",2
kläglich,"admiration, neutral",2
anhaben,"neutral, realization",2
bestreichst,"neutral, sadness",2
stahl,"confusion, neutral",2
geworden.,"love, neutral",2
verkauf,"approval, neutral",2
bezahlen.,"confusion, neutral",2
schuldig,"neutral, sadness",2
doppelte,"joy, neutral",2
überfluss,"joy, neutral",2
pate,"anger, caring, neutral, sadness",4
kraut,"caring, neutral",2
wolltest,"neutral, realization",2
erkrankte,"nervousness, neutral",2
wangen,"admiration, neutral, sadness",3
schienen,"amusement, neutral",2
frisches,"admiration, neutral",2
verstellt,"love, neutral",2
geislein,"love, neutral",2
mitgebracht.,"love, neutral",2
geiserchen,"love, neutral",2
feine,"love, neutral, realization",3
geis,"love, neutral",2
haustüre,"love, neutral",2
umgeworfen,"neutral, sadness",2
zitterten,"curiosity, fear, neutral",3
sinds,"neutral, sadness",2
unterweges,"caring, neutral",2
demütig,"admiration, neutral",2
kammerfrau,"gratitude, joy, neutral",3
freiem,"anger, neutral",2
finsteres,"anger, neutral",2
finstere,"fear, neutral",2
geflochten,"admiration, neutral",2
hüteten,"annoyance, neutral, sadness",3
hüten.,"caring, neutral",2
barg,"disgust, neutral",2
windstoß,"love, neutral",2
kürdchens,"approval, neutral",2
flocht,"anger, neutral",2
eisenofen,"neutral, sadness",2
würdig,"annoyance, caring, embarrassment, neutral",4
grethel,"admiration, anger, disgust, love, neutral, sadness",6
tröstete,"love, neutral",2
wart,"annoyance, neutral, sadness",3
aufgestiegen,"annoyance, neutral",2
geglaubt,"joy, neutral, realization, sadness",4
angemacht,"amusement, neutral",2
gerieten,"anger, excitement, neutral",3
hellem,"neutral, surprise",2
kopfe,"anger, neutral",2
vollen,"gratitude, neutral",2
fühle,"caring, neutral",2
trübe,"confusion, neutral",2
feuerflammen,"anger, neutral",2
aufessen,"annoyance, neutral",2
edelsteinen,"admiration, disgust, neutral, surprise",4
bekannter,"neutral, sadness",2
schüttete,"gratitude, neutral, sadness",3
erlauben,"admiration, neutral",2
einwilligte,"annoyance, joy, love, neutral",4
wenden,"neutral, sadness",2
übermütig,"admiration, caring, neutral, realization",4
eingesperrt.,"fear, neutral",2
dankte,"gratitude, neutral",2
anlangte,"disgust, neutral",2
gebührt,"amusement, neutral",2
meerwasser,"annoyance, neutral",2
klüger,"annoyance, neutral",2
dankbar,"caring, disgust, gratitude, neutral, realization",5
erlöser,"joy, neutral",2
regnete,"caring, neutral",2
rehchen,"anger, joy, neutral, sadness",4
nüsse,"admiration, neutral",2
hüfthorn,"neutral, sadness",2
hinaus.,"neutral, sadness",2
behend,"admiration, neutral",2
währte,"neutral, realization",2
rehkälbchen,"joy, nervousness, neutral",3
spürte,"joy, neutral, realization, sadness",4
häßlich,"annoyance, disgust, neutral",3
schlossen,"gratitude, joy, neutral",3
wiege,"love, neutral",2
gewöhnlich,"admiration, neutral",2
singende,"neutral, sadness",2
springende,"neutral, sadness",2
prächtiges,"admiration, neutral",2
zitterte,"admiration, neutral",2
fresse,"love, neutral",2
leben.,"joy, neutral",2
versprichst,"caring, love, neutral",3
eintrat,"neutral, surprise",2
besänftigen,"love, neutral",2
verzauberter,"love, neutral",2
hinzugehen,"fear, neutral",2
wiedersehen,"desire, neutral",2
heiratete,"admiration, gratitude, joy, love, neutral",5
erlösen.,"gratitude, neutral",2
greif,"love, neutral",2
vorkam,"gratitude, neutral",2
küchlein,"joy, neutral",2
schöneres,"admiration, neutral",2
ruhte,"excitement, neutral",2
mahl,"admiration, neutral, realization",3
menschenleben,"grief, neutral",2
wenigstens,"desire, neutral",2
ersann,"disappointment, neutral",2
nickte,"annoyance, neutral",2
schwor,"annoyance, neutral",2
wiederzufinden,"neutral, optimism",2
hinterher,"fear, neutral, sadness",3
fassten,"love, neutral",2
erzittern,"disgust, neutral",2
löste,"love, neutral",2
moores,"neutral, sadness",2
herrschte,"admiration, annoyance, neutral, realization, sadness",5
