Token,EmotionCount,Emotions
erschraken,4,"admiration, disgust, fear, neutral"
liebes,4,"admiration, anger, love, neutral"
hoben,2,"neutral, sadness"
höhe,6,"admiration, curiosity, fear, neutral, realization, remorse"
schnitten,2,"joy, neutral"
schaute,5,"admiration, amusement, excitement, neutral, realization"
besinnung,2,"annoyance, neutral"
niederfiel,2,"joy, neutral"
warnten,2,"admiration, neutral"
kostet.,2,"caring, neutral"
verborgene,2,"curiosity, neutral"
einsame,2,"neutral, sadness"
mirs,4,"excitement, neutral, sadness, surprise"
siehst,3,"curiosity, disappointment, neutral"
essen.,5,"admiration, love, neutral, sadness, surprise"
giftige,3,"anger, disgust, neutral"
zwerglein,3,"admiration, gratitude, neutral"
weinten,2,"joy, neutral"
buchstaben,2,"admiration, neutral"
schwarzhaarig,2,"admiration, neutral"
geschah,8,"admiration, anger, disappointment, joy, neutral, realization, sadness, surprise"
gaben,4,"admiration, anger, disappointment, neutral"
schultern,3,"joy, neutral, remorse"
forttragen,3,"curiosity, fear, neutral"
öffnete,7,"admiration, amusement, disappointment, love, neutral, sadness, surprise"
richtete,3,"admiration, anger, neutral"
zugetragen,2,"neutral, sadness"
pracht,4,"admiration, annoyance, love, neutral"
herrlichkeit,3,"admiration, curiosity, neutral"
gottlose,3,"admiration, anger, neutral"
daraus,7,"admiration, anger, annoyance, caring, curiosity, nervousness, neutral"
umgeben,2,"admiration, neutral"
wagte,3,"love, neutral, sadness"
elend,3,"disappointment, disgust, neutral"
rapunzeln,3,"admiration, anger, neutral"
eh,2,"neutral, sadness"
lässest,2,"love, neutral"
holst,2,"annoyance, neutral"
mag,5,"amusement, curiosity, love, neutral, sadness"
will.,3,"admiration, love, neutral"
gewaltig,7,"anger, caring, curiosity, disgust, fear, love, neutral"
schlecht,5,"admiration, annoyance, confusion, embarrassment, neutral"
gnade,7,"admiration, caring, fear, gratitude, love, neutral, optimism"
ergehen,3,"caring, excitement, neutral"
kinde,3,"desire, love, neutral"
prächtige,2,"admiration, neutral"
fein,2,"admiration, neutral"
vernahm,2,"admiration, neutral"
herunter,2,"neutral, sadness"
ritt,10,"admiration, amusement, anger, desire, disappointment, fear, joy, neutral, optimism, sadness"
lieblich,2,"curiosity, neutral"
seide,3,"admiration, annoyance, neutral"
merkte,6,"admiration, disappointment, disgust, neutral, realization, sadness"
schlug,8,"admiration, desire, disappointment, disgust, joy, love, neutral, sadness"
linke,3,"admiration, annoyance, neutral"
verstoßen,2,"annoyance, neutral"
ansah,5,"admiration, love, nervousness, neutral, realization"
aha,2,"amusement, neutral"
wanderte,2,"neutral, sadness"
wüstenei,2,"disgust, neutral"
erkannte,6,"admiration, fear, love, neutral, realization, sadness"
schwank,2,"gratitude, neutral"
vierte,2,"curiosity, neutral"
fünfte,2,"curiosity, neutral"
sechste,2,"curiosity, neutral"
laßt,2,"fear, neutral"
kleidern,2,"admiration, neutral"
mußte,2,"amusement, neutral"
bleibst,2,"approval, neutral"
manne,4,"admiration, anger, love, neutral"
leidlich,3,"annoyance, disgust, neutral"
trieb,4,"anger, disgust, fear, neutral"
gehts,2,"caring, neutral"
weiden,2,"amusement, neutral"
wund,2,"neutral, sadness"
sehe,4,"approval, love, neutral, sadness"
versuchte,4,"anger, joy, neutral, realization"
ichs,2,"annoyance, neutral"
töpfen,2,"approval, neutral"
irdenem,2,"curiosity, neutral"
hungers,3,"anger, annoyance, neutral"
erstemal,2,"joy, neutral"
forderte,3,"anger, annoyance, neutral"
töpfe,4,"approval, disapproval, love, neutral"
dauerte,3,"caring, neutral, sadness"
husar,2,"love, neutral"
zersprang,2,"joy, neutral"
gefragt,2,"fear, neutral"
nährten,2,"neutral, sadness"
ältesten,3,"admiration, neutral, sadness"
manchmal,2,"joy, neutral"
weigerte,2,"love, neutral"
spott,5,"anger, annoyance, disapproval, disgust, neutral"
hingen,2,"admiration, neutral"
herausbringen,2,"anger, neutral"
zugegangen,5,"curiosity, embarrassment, joy, neutral, sadness"
tanzten,3,"joy, neutral, sadness"
meldete,2,"admiration, neutral"
haupt,5,"caring, disgust, fear, neutral, sadness"
befand,2,"approval, neutral"
'du,2,"fear, neutral"
wärst,2,"annoyance, neutral"
schwamm,2,"admiration, neutral"
öffneten,2,"neutral, surprise"
freuten,3,"admiration, joy, neutral"
rührte,2,"fear, neutral"
glaubten,4,"admiration, love, neutral, realization"
sank,4,"curiosity, love, neutral, sadness"
einfältig,2,"annoyance, neutral"
glänzten,2,"admiration, neutral"
fuhr,9,"anger, annoyance, curiosity, disgust, joy, neutral, realization, sadness, surprise"
krachte,2,"neutral, sadness"
'ich,3,"desire, neutral, surprise"
kräften,2,"admiration, neutral"
warmen,2,"admiration, neutral"
heiß,2,"admiration, neutral"
zumut,2,"neutral, surprise"
traten,3,"confusion, neutral, realization"
leer,3,"disapproval, neutral, sadness"
fuhren,3,"fear, joy, neutral"
schnarchte,2,"curiosity, neutral"
brachten,2,"embarrassment, neutral"
stellten,2,"anger, neutral"
unterirdischen,2,"fear, neutral"
berichtete,2,"neutral, sadness"
jung,3,"admiration, annoyance, neutral"
nächte,2,"neutral, realization"
getraute,2,"annoyance, neutral"
sagten,3,"neutral, realization, sadness"
himmels,2,"desire, neutral"
glaubte,11,"admiration, caring, disapproval, excitement, fear, joy, love, neutral, optimism, realization, sadness"
irgendwo,2,"joy, neutral"
müdigkeit,2,"neutral, pride"
morgenstern,2,"admiration, neutral"
beinchen,2,"admiration, neutral"
verschlossen,3,"disapproval, joy, neutral"
herren,3,"joy, neutral, realization"
ein.,2,"annoyance, neutral"
geschwirr,2,"fear, neutral"
vermählen,3,"neutral, sadness, surprise"
trösten,2,"neutral, sadness"
haben.,4,"admiration, annoyance, caring, neutral"
käme,5,"admiration, anger, fear, neutral, sadness"
gehabt,6,"annoyance, curiosity, desire, grief, neutral, sadness"
räten,2,"amusement, neutral"
hoffte,2,"neutral, optimism"
abzubringen,2,"disappointment, neutral"
euerm,2,"joy, neutral"
geben.,4,"admiration, annoyance, gratitude, neutral"
mussten,4,"disgust, gratitude, neutral, sadness"
sein.,5,"annoyance, approval, caring, love, neutral"
fasste,6,"approval, disgust, embarrassment, love, neutral, sadness"
sternen,2,"disgust, neutral"
schwarz,6,"admiration, amusement, excitement, neutral, realization, sadness"
jagte,3,"anger, annoyance, neutral"
nehmt,2,"fear, neutral"
rupfte,2,"anger, neutral"
federvieh,2,"excitement, neutral"
halben,2,"neutral, realization"
nuss,2,"love, neutral"
kannte,3,"admiration, curiosity, neutral"
meinten,3,"admiration, fear, neutral"
ausgezogen,2,"caring, neutral"
stiefeln,2,"fear, neutral"
anstellte,2,"admiration, neutral"
tust,2,"love, neutral"
hingehen,2,"admiration, neutral"
warf,8,"admiration, anger, caring, fear, gratitude, love, neutral, sadness"
verbergen,3,"admiration, disgust, neutral"
aufgegangen,2,"disgust, neutral"
warm,4,"admiration, joy, neutral, sadness"
sangen,2,"love, neutral"
swinegel,4,"curiosity, gratitude, joy, neutral"
felde,3,"curiosity, embarrassment, neutral"
ertragen,2,"admiration, neutral"
schief,2,"embarrassment, neutral"
hasen,5,"admiration, annoyance, curiosity, gratitude, neutral"
angenommen,2,"disgust, neutral"
vornehmer,2,"curiosity, neutral"
kerl,5,"admiration, caring, disappointment, fear, neutral"
ankam,2,"joy, neutral"
o,5,"annoyance, confusion, love, neutral, sadness"
halt,3,"caring, disgust, neutral"
's,2,"admiration, neutral"
mochte,2,"admiration, neutral"
furche,3,"admiration, fear, neutral"
wies,5,"anger, annoyance, desire, neutral, realization"
ungefähr,2,"neutral, sadness"
ruhig,3,"joy, love, neutral"
vollem,2,"admiration, neutral"
verwunderte,5,"admiration, curiosity, love, neutral, surprise"
dingen,3,"amusement, approval, neutral"
flogen,3,"caring, joy, neutral"
ärger,4,"admiration, anger, fear, neutral"
meinetwegen,2,"amusement, neutral"
begab,2,"admiration, neutral"
friede,3,"annoyance, neutral, optimism"
erhielt,6,"admiration, caring, joy, neutral, realization, sadness"
aussah,5,"admiration, disgust, fear, love, neutral"
schau,2,"admiration, neutral"
dich.,2,"love, neutral"
wen,3,"annoyance, confusion, neutral"
richtigkeit,2,"gratitude, neutral"
bärenhaut,2,"admiration, neutral"
wehe,2,"neutral, sadness"
orten,2,"neutral, sadness"
bärenhäuter,7,"anger, annoyance, caring, desire, disappointment, love, neutral"
ruf,3,"approval, love, neutral"
freundliches,2,"admiration, neutral"
ursache,3,"confusion, disapproval, neutral"
offenbarte,3,"admiration, neutral, realization"
freilich,4,"admiration, embarrassment, neutral, sadness"
bringen.,2,"admiration, neutral"
gefiel,3,"admiration, love, neutral"
hüte,3,"admiration, caring, neutral"
schwieg,2,"annoyance, neutral"
reichlich,4,"disappointment, gratitude, love, neutral"
vornehmen,2,"gratitude, neutral"
kleide,2,"admiration, neutral"
zeigte,5,"admiration, disgust, neutral, realization, sadness"
eierkuchen,2,"gratitude, neutral"
schluck,2,"joy, neutral"
pack,2,"fear, neutral"
hieb,4,"anger, disgust, neutral, sadness"
gleichfalls,2,"embarrassment, neutral"
verständig,2,"admiration, neutral"
schaden,2,"neutral, sadness"
klug,4,"admiration, caring, disappointment, neutral"
finden.,2,"love, neutral"
blieben,4,"admiration, curiosity, love, neutral"
schrien,2,"neutral, surprise"
bleib,5,"admiration, caring, disappointment, love, neutral"
herzu,2,"fear, neutral"
drein,2,"embarrassment, neutral"
folgte,5,"admiration, curiosity, neutral, realization, surprise"
möchten,3,"love, neutral, sadness"
schwiegersohn,2,"curiosity, neutral"
kalte,3,"neutral, relief, remorse"
weh,2,"neutral, sadness"
magen,2,"neutral, sadness"
mehl,4,"anger, annoyance, love, neutral"
bist.,3,"joy, love, neutral"
futter,2,"anger, neutral"
wehte,3,"neutral, realization, relief"
fortgegangen,3,"embarrassment, neutral, realization"
annehmen,2,"annoyance, neutral"
laute,2,"neutral, sadness"
kragen,2,"anger, neutral"
sitze,2,"neutral, sadness"
äste,3,"admiration, disgust, neutral"
einschlief,2,"curiosity, neutral"
sähe,2,"curiosity, neutral"
schimmern,2,"neutral, sadness"
ratschlagten,2,"annoyance, neutral"
fingen,2,"anger, neutral"
insgesamt,2,"annoyance, neutral"
krähte,2,"disappointment, neutral"
stürzten,3,"anger, neutral, sadness"
aßen,4,"annoyance, joy, love, neutral"
feurigen,2,"neutral, surprise"
spie,3,"anger, disgust, neutral"
rannte,3,"admiration, curiosity, neutral"
munter,2,"admiration, neutral"
schwarzes,2,"neutral, surprise"
dache,4,"caring, curiosity, joy, neutral"
richter,2,"annoyance, neutral"
seyn,2,"fear, neutral"
müßt,2,"neutral, surprise"
graben,2,"anger, neutral"
setze,3,"love, neutral, sadness"
willigte,3,"admiration, approval, neutral"
freuden,4,"gratitude, joy, love, neutral"
bedachte,2,"fear, neutral"
butter,2,"admiration, neutral"
käse,3,"admiration, love, neutral"
thier,2,"admiration, neutral"
zeitlang,3,"annoyance, neutral, sadness"
glücklicher,3,"joy, neutral, relief"
strich,3,"admiration, joy, neutral"
gedacht,3,"neutral, sadness, surprise"
lassen.,2,"neutral, sadness"
übergab,2,"amusement, neutral"
bursch,3,"annoyance, embarrassment, neutral"
getauscht,2,"confusion, neutral"
gewicht,3,"caring, disappointment, neutral"
indessen,3,"admiration, neutral, surprise"
schüttelte,3,"caring, disgust, neutral"
kopfkissen,2,"admiration, neutral"
redete,2,"joy, neutral"
gekauft,2,"neutral, sadness"
läßt,3,"admiration, gratitude, neutral"
lud,2,"gratitude, neutral"
begann,4,"neutral, realization, remorse, sadness"
mühe,3,"admiration, anger, neutral"
erbärmlich,2,"neutral, sadness"
frischen,2,"joy, neutral"
drehte,3,"curiosity, neutral, sadness"
sechse,3,"grief, love, neutral"
künste,2,"admiration, neutral"
auge,3,"admiration, neutral, sadness"
blies,3,"joy, neutral, realization"
springe,2,"love, neutral"
begegneten,2,"annoyance, neutral"
langte,2,"joy, neutral"
schöpfte,2,"admiration, neutral"
überkam,2,"curiosity, neutral"
läge,2,"curiosity, neutral"
gewöhnlicher,2,"admiration, neutral"
verlor,5,"admiration, amusement, disappointment, neutral, sadness"
bang,2,"fear, neutral"
sollt,2,"annoyance, neutral"
darinnen,2,"amusement, neutral"
sechsen,2,"neutral, realization"
merkten,2,"neutral, realization"
sinne,2,"neutral, realization"
schämen,2,"embarrassment, neutral"
schüsseln,3,"admiration, excitement, neutral"
aufging,2,"admiration, neutral"
willst.,2,"neutral, sadness"
holen.,3,"joy, love, neutral"
stärksten,2,"disgust, neutral"
wird.,2,"curiosity, neutral"
ist.,4,"admiration, amusement, neutral, sadness"
riefen,5,"admiration, amusement, curiosity, love, neutral"
werdet,2,"confusion, neutral"
sämtlich,2,"admiration, neutral"
bescheid,3,"admiration, fear, neutral"
krystallkugel,2,"neutral, relief"
traute,2,"admiration, neutral"
adler,3,"anger, fear, neutral"
hausen,2,"joy, neutral"
fürchtete,6,"admiration, caring, disgust, fear, love, neutral"
säße,2,"love, neutral"
rufe,2,"disappointment, neutral"
lauft,2,"embarrassment, neutral"
seufzte,3,"amusement, neutral, sadness"
lippen,6,"excitement, joy, nervousness, neutral, realization, surprise"
sage,2,"curiosity, neutral"
eis,2,"admiration, neutral"
langem,2,"love, neutral"
erhob,3,"admiration, anger, neutral"
erhoben,2,"anger, neutral"
wellen,2,"neutral, remorse"
getrieben,4,"approval, curiosity, joy, neutral"
glanz,2,"neutral, surprise"
weisheit,4,"admiration, neutral, optimism, realization"
berühmt,4,"admiration, anger, annoyance, neutral"
zurückhalten,2,"love, neutral"
drohte,4,"anger, disappointment, fear, neutral"
heftigen,3,"disappointment, fear, neutral"
bessern,2,"fear, neutral"
glatt,2,"joy, neutral"
wünschte,2,"desire, neutral"
bemerkte,4,"caring, neutral, realization, sadness"
seitenweg,2,"fear, neutral"
stolze,3,"admiration, amusement, neutral"
verschmähte,3,"anger, disgust, neutral"
sonnenstrahlen,2,"joy, neutral"
körnchen,2,"neutral, sadness"
fehlte,3,"admiration, neutral, sadness"
gelesen,2,"admiration, neutral"
königreiche,2,"disappointment, neutral"
ästen,2,"love, neutral"
geräusch,2,"fear, neutral"
liebster,3,"admiration, caring, neutral"
trauer,4,"love, neutral, realization, sadness"
erbe,2,"admiration, neutral"
kammern,2,"caring, neutral"
ists,3,"admiration, fear, neutral"
näpfe,2,"admiration, neutral"
gewild,2,"admiration, neutral"
wunderbaren,2,"admiration, neutral"
herrlichsten,2,"admiration, neutral"
schiffe,2,"admiration, neutral"
kammerjungfer,3,"joy, neutral, sadness"
meere,3,"gratitude, neutral, remorse"
entdeckte,2,"curiosity, neutral"
gehen.,2,"admiration, neutral"
sprengte,2,"neutral, sadness"
prächtiger,2,"admiration, neutral"
getreuester,3,"caring, neutral, sadness"
johannes.,2,"neutral, sadness"
antlitz,3,"fear, neutral, sadness"
kniete,3,"disappointment, gratitude, neutral"
atmete,3,"curiosity, joy, neutral"
gebar,2,"admiration, neutral"
söhnlein,3,"love, neutral, sadness"
blute,2,"neutral, sadness"
bestrichen,2,"love, neutral"
bestrich,2,"disapproval, neutral"
heil,2,"joy, neutral"
spielten,3,"admiration, neutral, sadness"
dunkler,6,"admiration, gratitude, love, neutral, realization, surprise"
liebstes,2,"neutral, sadness"
spielwerk,2,"joy, neutral"
händchen,2,"admiration, neutral"
woher,2,"curiosity, neutral"
weine,3,"curiosity, love, neutral"
gekrochen,2,"admiration, neutral"
garstiger,2,"admiration, neutral"
frosch.,2,"admiration, neutral"
spielte,3,"approval, neutral, sadness"
durchaus,2,"neutral, realization"
geselle,3,"admiration, love, neutral"
fuße,2,"admiration, neutral"
heb,2,"admiration, neutral"
reinen,2,"love, neutral"
pferden,3,"admiration, neutral, sadness"
hinten,2,"joy, neutral"
betrübt,3,"curiosity, joy, neutral"
traurigkeit,3,"admiration, neutral, sadness"
geweissagt,2,"gratitude, neutral"
ärgerte,2,"annoyance, neutral"
schachtel,3,"admiration, curiosity, neutral"
unerwarteten,2,"neutral, surprise"
drang,2,"anger, neutral"
pflegten,2,"admiration, neutral"
goldstücke,2,"neutral, surprise"
hießen,2,"admiration, neutral"
briefe,2,"curiosity, neutral"
verirrte,3,"anger, disappointment, neutral"
gelangte,3,"admiration, neutral, surprise"
fürchte,4,"admiration, fear, love, neutral"
zeigten,2,"love, neutral"
habe.,2,"confusion, neutral"
bringst,2,"excitement, neutral"
marktbrunnen,2,"curiosity, neutral"
quoll,2,"curiosity, neutral"
abgelöst,2,"fear, neutral"
ellermutter,2,"curiosity, neutral"
dauerst,2,"love, neutral"
möcht,2,"neutral, surprise"
laub,2,"disappointment, neutral"
schalt,4,"annoyance, caring, disgust, neutral"
wirfst,2,"caring, neutral"
menschenfleisch,2,"disapproval, neutral"
geträumt,5,"annoyance, curiosity, disappointment, fear, neutral"
übel,3,"curiosity, neutral, remorse"
lauste,2,"curiosity, neutral"
he,3,"confusion, curiosity, neutral"
dummbart,2,"confusion, neutral"
faule,2,"neutral, sadness"
bückte,2,"admiration, neutral"
heftig,2,"neutral, sadness"
unbarmherzig,2,"disgust, neutral"
herzensangst,2,"admiration, neutral"
machst,4,"annoyance, curiosity, fear, neutral"
jammer,2,"disgust, neutral"
aufgetan,2,"joy, neutral"
bedeckt,3,"disgust, neutral, sadness"
hie.,3,"excitement, neutral, sadness"
schmutzig,3,"disapproval, disgust, neutral"
ausgeschüttet,2,"neutral, surprise"
mahlen,2,"neutral, sadness"
hör,2,"caring, neutral"
handschuhe,2,"love, neutral"
korn,2,"curiosity, neutral"
rebhühner,2,"gratitude, neutral"
wußte,3,"fear, gratitude, neutral"
anzahl,2,"neutral, surprise"
drinnen,2,"admiration, neutral"
müllersohn,2,"neutral, surprise"
durfte,4,"joy, love, neutral, realization"
bade,2,"admiration, neutral"
heu,2,"curiosity, neutral"
könntest,5,"admiration, amusement, annoyance, love, neutral"
löwe,6,"admiration, amusement, fear, love, neutral, realization"
gewiß,3,"admiration, neutral, surprise"
maus,5,"admiration, confusion, gratitude, love, neutral"
aufnehmen,2,"fear, neutral"
arbeitete,4,"admiration, annoyance, joy, neutral"
machen.,2,"joy, neutral"
bind,2,"admiration, neutral"
führe,2,"admiration, neutral"
geschrei,4,"fear, love, neutral, sadness"
ausgerichtet,2,"admiration, neutral"
befiehlst,3,"curiosity, neutral, surprise"
möglich,3,"joy, neutral, sadness"
wunderlichen,3,"amusement, annoyance, neutral"
gemeine,2,"neutral, sadness"
mägdedienste,2,"fear, neutral"
riet,2,"annoyance, neutral"
schlimm,6,"admiration, caring, disappointment, fear, neutral, sadness"
erwiderte,4,"admiration, neutral, sadness, surprise"
herauszog,2,"desire, neutral"
verwunderung,4,"love, neutral, realization, surprise"
betrachtete,5,"admiration, amusement, confusion, love, neutral"
schloss.,2,"admiration, neutral"
gesorgt,2,"curiosity, neutral"
tun.,3,"caring, fear, neutral"
sprichst,2,"joy, neutral"
gestanden,2,"disappointment, neutral"
geputzt,2,"amusement, neutral"
begehr,3,"annoyance, love, neutral"
quälte,2,"fear, neutral"
dus,2,"caring, neutral"
lilien,2,"admiration, neutral"
ritten,2,"neutral, sadness"
goldkinder,2,"neutral, sadness"
erblickten,2,"neutral, realization"
spotten,3,"anger, embarrassment, neutral"
bärenfelle,3,"admiration, love, neutral"
überzog,2,"neutral, sadness"
getrost,2,"caring, neutral"
rauschen,2,"nervousness, neutral"
goldkind,3,"fear, love, neutral"
aufstand,2,"neutral, surprise"
gemeiner,2,"annoyance, neutral"
hirsch,3,"fear, love, neutral"
umsah,2,"neutral, realization"
wiedersahen,2,"joy, neutral"
küssten,2,"joy, neutral"
herzten,2,"joy, neutral"
ziehen.,2,"caring, neutral"
dicke,2,"amusement, neutral"
itschen,2,"neutral, sadness"
albern,2,"annoyance, neutral"
trugen,6,"admiration, curiosity, neutral, optimism, realization, sadness"
erstaunte,2,"admiration, neutral"
zogen,9,"admiration, annoyance, caring, excitement, fear, joy, neutral, realization, sadness"
nochmals,4,"anger, caring, curiosity, neutral"
gelbe,2,"neutral, sadness"
rübe,2,"neutral, sadness"
mäuschen,2,"neutral, sadness"
küsste,3,"admiration, love, neutral"
fräulein,3,"admiration, neutral, sadness"
brachen,2,"admiration, neutral"
zeiten,3,"admiration, neutral, realization"
ladete,2,"desire, neutral"
bloß,2,"annoyance, neutral"
dreizehn,2,"gratitude, neutral"
grüßen,2,"gratitude, neutral"
verließ,3,"caring, neutral, sadness"
umdrehte,2,"curiosity, neutral"
empfand,3,"admiration, love, neutral"
getreten,2,"curiosity, neutral"
flackerte,3,"curiosity, love, neutral"
königssöhne,3,"curiosity, neutral, sadness"
dringen,2,"neutral, sadness"
wunderschöne,3,"admiration, neutral, surprise"
königssohns,2,"neutral, surprise"
müllerburschen,2,"approval, neutral"
dienten,2,"joy, neutral"
kleinknecht,2,"curiosity, neutral"
albernen,2,"amusement, neutral"
geige,2,"neutral, sadness"
leuchtete,3,"admiration, curiosity, neutral"
schlafkammer,2,"neutral, remorse"
halfen,2,"disappointment, neutral"
sanft,3,"admiration, neutral, pride"
geheißen,3,"caring, neutral, realization"
heimkam,2,"grief, neutral"
blind,2,"neutral, sadness"
rechtes,2,"annoyance, neutral"
bunte,2,"admiration, neutral"
mahlbursch,2,"curiosity, neutral"
werkzeug,2,"disgust, neutral"
gebaut,4,"admiration, annoyance, joy, neutral"
obendrein,3,"admiration, caring, neutral"
gearbeitet,2,"admiration, neutral"
reis,2,"gratitude, neutral"
streifte,2,"admiration, neutral"
staub,2,"love, neutral"
schmutz,3,"admiration, disgust, neutral"
anhielt,2,"amusement, neutral"
helft,2,"fear, neutral"
übrigen,2,"admiration, neutral"
mich.,2,"nervousness, neutral"
wartete,4,"annoyance, disappointment, neutral, sadness"
schornstein,2,"fear, neutral"
anhub,3,"curiosity, joy, neutral"
vorigen,2,"neutral, realization"
zierlich,2,"admiration, neutral"
pantoffel,2,"annoyance, neutral"
müsst,3,"gratitude, neutral, sadness"
wunderbarer,2,"admiration, neutral"
zurückgelassen,2,"fear, neutral"
aufgelesen,2,"neutral, sadness"
vollbracht,3,"fear, neutral, realization"
kroch,3,"admiration, neutral, sadness"
weniger,2,"neutral, surprise"
bleibens,2,"neutral, sadness"
verloren.,2,"caring, neutral"
führten,3,"admiration, amusement, neutral"
litt,2,"neutral, sadness"
beständig,2,"neutral, sadness"
angezündet,2,"admiration, neutral"
unschuldig,2,"neutral, sadness"
abhauen,2,"caring, neutral"
goldvogel,2,"admiration, neutral"
wirds,2,"amusement, neutral"
vermisste,2,"neutral, realization"
goldstück,2,"admiration, neutral"
gefielen,2,"love, neutral"
lernten,2,"caring, neutral"
herangewachsen,4,"admiration, love, neutral, optimism"
pflegevater,3,"caring, joy, neutral"
euern,2,"neutral, sadness"
schieß,2,"fear, neutral"
gelang,2,"approval, neutral"
ergehen.,3,"caring, fear, neutral"
tranken,3,"annoyance, joy, neutral"
ergangen,4,"caring, love, neutral, sadness"
blank.,2,"fear, neutral"
leiden,3,"admiration, disappointment, neutral"
füchse,2,"admiration, neutral"
trennen.,2,"gratitude, neutral"
loch,3,"caring, fear, neutral"
erwartete,4,"desire, fear, neutral, sadness"
trost,3,"admiration, neutral, sadness"
glut,3,"admiration, neutral, realization"
dampf,2,"neutral, surprise"
herbeigelaufen,2,"neutral, surprise"
schweif,2,"amusement, neutral"
zerrissen,5,"anger, embarrassment, joy, love, neutral"
name,3,"admiration, neutral, realization"
zungen,2,"love, neutral"
zwang,2,"fear, neutral"
weckte,2,"annoyance, neutral"
fügte,3,"love, neutral, remorse"
verkehrt,2,"neutral, realization"
fehler,2,"neutral, optimism"
heilte,3,"admiration, neutral, sadness"
jahres,2,"desire, neutral"
geringste,2,"fear, neutral"
schreiend,3,"disgust, neutral, sadness"
heulend,2,"neutral, sadness"
zugemüs,2,"admiration, neutral"
zuckerwerk,2,"admiration, neutral"
gehn,2,"caring, neutral"
brüllte,2,"annoyance, neutral"
abgeholt,2,"caring, neutral"
rachen,2,"curiosity, neutral"
bleich,3,"admiration, neutral, sadness"
verteilt,2,"love, neutral"
beweise,2,"admiration, neutral"
wunderbare,2,"admiration, neutral"
hierher,2,"fear, neutral"
mein.,2,"neutral, surprise"
schenke,3,"approval, excitement, neutral"
dazu.,2,"amusement, neutral"
zauberwald,3,"disappointment, fear, neutral"
gekommen.,2,"admiration, neutral"
ächzen,2,"amusement, neutral"
friert,2,"amusement, neutral"
wärme,2,"caring, neutral"
rute,2,"fear, neutral"
gen,2,"fear, neutral"
leichter,2,"caring, neutral"
zweischneidiges,2,"neutral, realization"
lachte,6,"amusement, anger, disgust, joy, love, neutral"
griffen,3,"curiosity, neutral, sadness"
gemerkt,2,"approval, neutral"
einander.,2,"love, neutral"
kanns,3,"annoyance, neutral, sadness"
schlößchen,3,"admiration, joy, neutral"
pfahl,2,"curiosity, neutral"
lächelte,3,"joy, love, neutral"
überfluß,2,"annoyance, neutral"
nehme,3,"anger, annoyance, neutral"
flossen,3,"joy, neutral, sadness"
treibst,2,"curiosity, neutral"
empfing,3,"admiration, joy, neutral"
bettuch,2,"desire, neutral"
merken,2,"neutral, sadness"
merke,2,"neutral, surprise"
runzeln,2,"confusion, neutral"
fäßchen,2,"curiosity, neutral"
findest,3,"admiration, love, neutral"
heben,3,"admiration, love, neutral"
trink,2,"nervousness, neutral"
heda,2,"neutral, sadness"
gepackt,2,"fear, neutral"
geglückt,2,"caring, neutral"
steinerne,3,"neutral, remorse, sadness"
pflaster,2,"admiration, neutral"
lauerte,2,"disgust, neutral"
erhellt,2,"annoyance, neutral"
ungern,2,"disappointment, neutral"
gottesacker,2,"neutral, realization"
freuen,2,"joy, neutral"
heiler,2,"neutral, sadness"
erhöhung,2,"admiration, neutral"
erworben,2,"curiosity, neutral"
hohe,3,"admiration, joy, neutral"
lernte,4,"admiration, neutral, realization, sadness"
schulen,2,"disapproval, neutral"
beschwerlich,2,"neutral, sadness"
anbruch,2,"neutral, sadness"
abgehen,2,"neutral, sadness"
suchen.,2,"neutral, sadness"
stecke,3,"caring, love, neutral"
schüler,3,"fear, gratitude, neutral"
brechen.,2,"fear, neutral"
magst,2,"nervousness, neutral"
geringe,2,"joy, neutral"
kläglich,2,"admiration, neutral"
anhaben,2,"neutral, realization"
bestreichst,2,"neutral, sadness"
stahl,2,"confusion, neutral"
geworden.,2,"love, neutral"
verkauf,2,"approval, neutral"
bezahlen.,2,"confusion, neutral"
schuldig,2,"neutral, sadness"
doppelte,2,"joy, neutral"
überfluss,2,"joy, neutral"
pate,4,"anger, caring, neutral, sadness"
kraut,2,"caring, neutral"
wolltest,2,"neutral, realization"
erkrankte,2,"nervousness, neutral"
wangen,3,"admiration, neutral, sadness"
schienen,2,"amusement, neutral"
frisches,2,"admiration, neutral"
verstellt,2,"love, neutral"
geislein,2,"love, neutral"
mitgebracht.,2,"love, neutral"
geiserchen,2,"love, neutral"
feine,3,"love, neutral, realization"
geis,2,"love, neutral"
haustüre,2,"love, neutral"
umgeworfen,2,"neutral, sadness"
zitterten,3,"curiosity, fear, neutral"
sinds,2,"neutral, sadness"
unterweges,2,"caring, neutral"
demütig,2,"admiration, neutral"
kammerfrau,3,"gratitude, joy, neutral"
freiem,2,"anger, neutral"
finsteres,2,"anger, neutral"
finstere,2,"fear, neutral"
geflochten,2,"admiration, neutral"
hüteten,3,"annoyance, neutral, sadness"
hüten.,2,"caring, neutral"
barg,2,"disgust, neutral"
windstoß,2,"love, neutral"
kürdchens,2,"approval, neutral"
flocht,2,"anger, neutral"
eisenofen,2,"neutral, sadness"
würdig,4,"annoyance, caring, embarrassment, neutral"
grethel,6,"admiration, anger, disgust, love, neutral, sadness"
tröstete,2,"love, neutral"
wart,3,"annoyance, neutral, sadness"
aufgestiegen,2,"annoyance, neutral"
geglaubt,4,"joy, neutral, realization, sadness"
