Token,Emotions,EmotionCount
leiden,"admiration, annoyance, disapproval, neutral, sadness",5
neulich,"excitement, neutral",2
schlosse,"admiration, caring, curiosity, desire, joy, neutral",6
zeitungen,"admiration, neutral",2
kamen,"amusement, curiosity, disgust, neutral, sadness",5
lesen,"admiration, neutral",2
manne,"admiration, disapproval, neutral",3
schloß,"admiration, approval, curiosity, disapproval, fear, neutral, sadness, surprise",8
schloßtor,"love, neutral",2
traten,"admiration, neutral",2
lakaien,"love, neutral",2
säle,"admiration, curiosity, neutral, sadness",4
verwirrt,"confusion, neutral",2
throne,"admiration, neutral",2
gesprochen,"admiration, neutral",2
lust,"admiration, desire, joy, neutral, surprise",5
magen,"admiration, neutral",2
gefallen,"admiration, curiosity, joy, neutral",4
klügsten,"approval, neutral",2
wann,"neutral, optimism",2
jubelte,"amusement, joy, neutral",3
klatschte,"admiration, joy, neutral",3
glänzten,"admiration, disgust, joy, neutral",4
lichtern,"amusement, neutral",2
gingen,"admiration, amusement, neutral, realization",4
bloßen,"disgust, neutral",2
frischen,"admiration, anger, gratitude, joy, neutral",5
diener,"disgust, neutral, pride",3
ringsherum,"admiration, neutral",2
burschen,"neutral, pride",2
aufgestellt,"admiration, neutral",2
türe,"neutral, sadness",2
desto,"admiration, neutral",2
muß,"admiration, annoyance, approval, caring, desire, fear, gratitude, joy, love, neutral, realization, sadness",12
niedlich,"admiration, neutral, remorse",3
freien,"admiration, neutral",2
fand,"anger, caring, curiosity, joy, love, neutral",6
klug,"admiration, approval, neutral",3
wackelte,"admiration, amusement, neutral",3
kopfe,"admiration, disgust, love, neutral, sadness",5
kehrte,"amusement, annoyance, disappointment, fear, neutral, sadness",6
brot,"neutral, realization",2
sollst,"admiration, anger, annoyance, curiosity, disapproval, neutral",6
böses,"fear, neutral, realization",3
treppe,"love, neutral",2
brannte,"admiration, disgust, love, neutral",4
lampe,"neutral, realization",2
fußboden,"admiration, disapproval, neutral, sadness, surprise",5
ginge,"amusement, neutral",2
schatten,"admiration, approval, disappointment, neutral, realization",5
beinen,"amusement, neutral",2
herren,"admiration, neutral",2
damen,"admiration, neutral",2
walde,"admiration, love, neutral, sadness",4
saal,"disgust, neutral",2
sausten,"neutral, sadness",2
bekam,"admiration, amusement, approval, curiosity, fear, joy, neutral, sadness",8
glich,"admiration, disgust, neutral",3
stengel,"admiration, disgust, neutral",3
bog,"curiosity, neutral",2
blätter,"admiration, neutral",2
nacken,"admiration, nervousness, neutral",3
erwachte,"admiration, confusion, neutral, realization, sadness",5
blinzelte,"disappointment, neutral",2
sollten,"admiration, curiosity, neutral",3
baten,"admiration, neutral",2
feste,"curiosity, nervousness, neutral",3
bette,"approval, caring, neutral",3
faltete,"gratitude, neutral",2
seide,"admiration, neutral",2
bat,"admiration, amusement, caring, fear, love, neutral, realization, sadness",8
erhielt,"excitement, neutral, realization",3
muff,"admiration, neutral",2
stern,"admiration, fear, neutral",3
kutscher,"disgust, neutral",2
vorreiter,"disgust, neutral",2
begleitete,"admiration, neutral",2
meilen,"fear, neutral",2
vertragen,"amusement, neutral",2
gefüttert,"admiration, neutral",2
lebe,"admiration, caring, gratitude, neutral",4
riefen,"admiration, disgust, joy, neutral",4
lebewohl,"annoyance, caring, neutral, sadness",4
flügeln,"admiration, nervousness, neutral",3
fünfte,"admiration, neutral",2
dunklen,"gratitude, neutral",2
gleicher,"admiration, neutral",2
wild,"admiration, anger, neutral",3
unartig,"neutral, surprise",2
gebissen,"disgust, neutral",2
warm,"admiration, approval, gratitude, joy, love, neutral",6
offenen,"desire, joy, neutral",3
bullenbeißer,"admiration, disgust, neutral",3
sprangen,"admiration, amusement, joy, neutral",4
suppe,"disappointment, neutral",2
kochte,"admiration, neutral",2
gebraten,"curiosity, neutral",2
teppiche,"approval, neutral",2
schienen,"admiration, joy, neutral",3
fliegen,"admiration, curiosity, disapproval, disgust, neutral",5
kupfernen,"admiration, neutral",2
ring,"neutral, sadness",2
weshalb,"curiosity, fear, neutral",3
vorn,"admiration, neutral",2
legte,"admiration, caring, confusion, curiosity, fear, neutral",6
tranken,"excitement, neutral",2
reiste,"curiosity, disappointment, neutral, sadness",4
mußt,"admiration, annoyance, approval, caring, love, neutral",6
einerlei,"joy, neutral",2
funkelten,"disgust, neutral",2
höre,"annoyance, approval, curiosity, neutral, sadness",5
siehst,"admiration, annoyance, approval, curiosity, disapproval, excitement, neutral",7
mittag,"admiration, neutral",2
flasche,"joy, neutral",2
kannst,"admiration, amusement, anger, approval, curiosity, disapproval, love, neutral, optimism",9
hochauf,"admiration, neutral",2
krieche,"anger, neutral",2
häßliche,"annoyance, disappointment, disgust, joy, neutral",5
gebunden,"disgust, neutral",2
öffnete,"admiration, amusement, joy, love, neutral",5
scharfen,"fear, joy, neutral, sadness",4
laufe,"neutral, realization",2
streckte,"admiration, disgust, fear, neutral",4
steppen,"love, neutral",2
leuchten,"neutral, realization",2
finnin,"admiration, amusement, neutral",3
bauch,"amusement, neutral",2
erschien,"admiration, amusement, anger, fear, joy, love, neutral, realization, surprise",9
finnmarken,"neutral, sadness",2
schreiben,"annoyance, neutral",2
besser,"admiration, annoyance, approval, curiosity, embarrassment, fear, joy, neutral, optimism",9
erwärmt,"approval, neutral",2
worden,"approval, fear, neutral, surprise",4
schrieb,"love, neutral",2
achten,"disappointment, neutral",2
brannten,"annoyance, neutral, sadness",3
las,"admiration, neutral",2
geschrieben,"admiration, curiosity, neutral",3
schiffer,"admiration, neutral",2
scharf,"curiosity, neutral",2
zwölf-männer-kraft,"curiosity, neutral",2
winkel,"disgust, joy, neutral",3
freilich,"admiration, annoyance, approval, curiosity, desire, fear, neutral",7
glaskörnchen,"admiration, neutral",2
beeren,"approval, neutral",2
hierher,"curiosity, love, neutral",3
merkte,"neutral, realization",2
schneidenden,"admiration, neutral",2
wagte,"amusement, disappointment, neutral",3
anzuhalten,"admiration, neutral",2
backen,"joy, neutral",2
hell,"admiration, desire, joy, love, neutral, surprise",6
künstlich,"admiration, approval, love, neutral",4
damals,"admiration, embarrassment, love, neutral, realization",5
ausgesehen,"confusion, neutral",2
schlangen,"amusement, disgust, neutral",3
betete,"admiration, caring, love, neutral",4
atem,"approval, neutral",2
dichter,"admiration, excitement, neutral, realization",4
engeln,"fear, love, neutral",3
stachen,"anger, neutral",2
stücke,"amusement, fear, neutral",3
wände,"approval, neutral, optimism",3
türen,"embarrassment, fear, neutral",3
manieren,"approval, neutral",2
höchsten,"admiration, neutral",2
tausend,"admiration, neutral",2
kunstwerk,"admiration, neutral",2
schleppte,"anger, neutral",2
scharfe,"neutral, sadness",2
eisstücke,"admiration, neutral",2
herausbringen,"embarrassment, neutral",2
legen,"caring, neutral",2
ewigkeit,"neutral, optimism",2
schlittschuhe,"admiration, neutral, optimism",3
hineinsehen,"approval, neutral",2
erfroren,"joy, neutral",2
geschah,"love, neutral",2
erkannte,"admiration, amusement, neutral, realization",4
brust,"admiration, neutral",2
drangen,"annoyance, neutral",2
sang,"admiration, desire, joy, neutral",4
blüh'n,"excitement, neutral",2
verwehen,"admiration, excitement, neutral",3
christkindlein,"admiration, excitement, neutral",3
brach,"disappointment, grief, joy, neutral",4
wangen,"admiration, joy, love, neutral",4
leuchteten,"admiration, fear, neutral",3
mochte,"annoyance, disapproval, neutral, realization",4
wartete,"disappointment, neutral",2
junges,"neutral, realization",2
genäht,"admiration, neutral",2
grenze,"neutral, realization",2
nahmen,"amusement, anger, disapproval, fear, joy, neutral",6
vögel,"admiration, amusement, joy, love, neutral",5
grüne,"admiration, curiosity, gratitude, neutral",4
schöner,"admiration, neutral, sadness",3
patron,"love, neutral",2
klopfte,"fear, joy, neutral",3
besuchen,"disappointment, neutral",2
läuteten,"joy, neutral",2
erkannten,"joy, neutral, sadness",3
setzten,"joy, neutral",2
leere,"admiration, disappointment, neutral",3
werdet,"gratitude, neutral",2
erwachsen,"admiration, neutral, realization",3
erwartete,"disappointment, fear, neutral",3
wirthin,"disgust, neutral, sadness",3
unterhaltung,"neutral, realization",2
fing,"neutral, sadness",2
rede,"admiration, joy, neutral",3
justizrath,"annoyance, approval, neutral, sadness, surprise",5
's,"admiration, anger, excitement, neutral, realization, sadness",6
worin,"curiosity, neutral",2
unserm,"disappointment, neutral, realization",3
zeitalter,"neutral, realization",2
ankunft,"admiration, neutral, optimism",3
zeitung,"curiosity, neutral",2
werth,"admiration, neutral",2
mäntel,"curiosity, neutral",2
stöcke,"admiration, neutral",2
begriff,"fear, neutral",2
fein,"admiration, neutral",2
schnitt,"neutral, sadness",2
jüngste,"admiration, caring, disappointment, neutral",4
unbedeutende,"neutral, surprise",2
ausgeführt,"fear, neutral",2
vornehmen,"admiration, neutral",2
null,"annoyance, neutral",2
__________,"amusement, neutral",2
ernst,"admiration, neutral",2
menschheit,"curiosity, neutral",2
oststraße,"amusement, fear, neutral",3
laternen,"amusement, neutral",2
überdies,"annoyance, neutral",2
ziemlich,"admiration, neutral",2
dick,"admiration, neutral",2
sodaß,"confusion, neutral, realization",3
ganzer,"admiration, neutral",2
artig,"admiration, neutral",2
vornehmste,"admiration, neutral",2
bischof,"curiosity, neutral",2
linken,"neutral, realization",2
brücke,"fear, neutral",2
wassers,"admiration, neutral",2
christianshafen,"neutral, sadness",2
thun,"annoyance, curiosity, disgust, neutral",4
droschke,"neutral, sadness",2
königs-neumarkt,"disappointment, neutral",2
büsche,"love, neutral, realization",3
breiter,"admiration, neutral",2
trank,"caring, curiosity, desire, fear, joy, neutral",6
punsch,"amusement, fear, neutral",3
erblicke,"neutral, realization",2
offene,"admiration, fear, joy, neutral",4
thüre,"joy, neutral, sadness",3
spalte,"amusement, neutral",2
redete,"neutral, sadness",2
zunge,"caring, fear, neutral",3
brachte,"admiration, annoyance, disappointment, love, neutral, sadness",6
unwohl,"neutral, sadness",2
holte,"neutral, realization, sadness",3
kopenhagen,"disappointment, neutral, surprise",3
meinte,"admiration, confusion, curiosity, embarrassment, neutral",5
reichte,"admiration, neutral",2
dergleichen,"caring, neutral",2
entstehen,"desire, neutral",2
erstaunt,"neutral, surprise",2
miene,"fear, neutral",2
seid,"curiosity, neutral",2
höchst,"admiration, disgust, neutral",3
baccalaureus,"disappointment, neutral, optimism",3
heiligen,"caring, joy, neutral, realization",4
alltagsgeschichten,"approval, neutral",2
enthalten,"neutral, sadness",2
gelesen,"admiration, neutral",2
besonders,"admiration, approval, desire, neutral, sadness",5
herrn,"desire, fear, neutral",3
heiberg,"disapproval, neutral",2
englischen,"disappointment, neutral",2
stimmte,"approval, disappointment, neutral, realization",4
buchdrucker,"curiosity, excitement, neutral",3
dänemark,"curiosity, neutral",2
aermel,"amusement, neutral",2
gott,"admiration, curiosity, disappointment, fear, gratitude, joy, love, neutral, realization, surprise",10
gäste,"amusement, annoyance, disgust, fear, neutral",5
sollt,"excitement, neutral",2
betrunken,"neutral, realization",2
glaubten,"admiration, approval, neutral",3
that,"admiration, fear, neutral, sadness",4
ruf,"neutral, sadness",2
bezauberung,"admiration, neutral",2
deutlich,"joy, love, neutral, realization",4
gebäude,"neutral, sadness",2
pforte,"neutral, sadness",2
wächter,"anger, curiosity, neutral, sadness",4
wahrlich,"admiration, embarrassment, neutral, realization, sadness",5
thür,"admiration, neutral",2
übrigen,"approval, neutral",2
dinger,"desire, neutral",2
drollig,"annoyance, neutral",2
warmes,"neutral, relief",2
nieder,"admiration, amusement, love, neutral, sadness",5
wirkten,"admiration, neutral",2
fingern,"anger, neutral",2
gedicht,"admiration, neutral",2
gehabt,"disgust, love, neutral, sadness",4
schreibt,"fear, neutral",2
poesie,"neutral, sadness",2
wär,"excitement, neutral, realization",3
jung,"admiration, neutral",2
dagegen,"disgust, neutral",2
verstehst,"approval, neutral",2
geweiht,"neutral, sadness",2
dunkler,"neutral, sadness",2
mangel,"curiosity, neutral",2
zufrieden,"joy, neutral",2
kurzem,"fear, neutral",2
vergnügen,"approval, confusion, joy, neutral",4
todt,"admiration, neutral",2
dessenungeachtet,"admiration, neutral",2
entweder,"neutral, realization",2
schiffen,"admiration, fear, neutral",3
flug,"disappointment, neutral",2
wanderung,"fear, neutral",2
acht,"caring, neutral",2
wenige,"fear, neutral",2
gebraucht,"admiration, neutral",2
zwanzig,"admiration, neutral",2
raum,"admiration, neutral",2
unserer,"disappointment, love, neutral",3
kostet,"annoyance, curiosity, neutral",3
körpers,"joy, neutral",2
hienieden,"joy, neutral",2
zurückgelegt,"joy, neutral",2
geschaffen,"admiration, amusement, annoyance, love, neutral",5
frisch,"admiration, joy, neutral",3
kuppeln,"admiration, neutral",2
durchsichtig,"admiration, neutral, realization",3
grade,"admiration, amusement, neutral",3
lebten,"fear, joy, neutral",3
verlor,"curiosity, disappointment, neutral, sadness",4
lang,"admiration, embarrassment, fear, gratitude, neutral, optimism, realization",7
erschraken,"admiration, neutral",2
natürlicherweise,"love, neutral",2
versicherte,"admiration, neutral",2
schrecklichste,"fear, neutral",2
blieben,"amusement, joy, neutral",3
dünne,"disappointment, neutral",2
strömte,"joy, neutral, sadness",3
vertrauen,"caring, fear, neutral",3
mindesten,"love, neutral",2
wetter,"admiration, embarrassment, fear, gratitude, neutral, realization",6
leisten,"curiosity, neutral",2
voraus,"amusement, neutral",2
geschwind,"caring, neutral, surprise",3
hui,"excitement, neutral",2
eher,"annoyance, disgust, neutral",3
leuten,"admiration, approval, neutral",3
denke,"admiration, annoyance, caring, neutral, optimism",5
dame,"admiration, disgust, love, neutral, sadness",5
schaden,"caring, fear, neutral",3
solide,"curiosity, neutral",2
schrumpfte,"admiration, neutral",2
unterschied,"neutral, realization",2
geistige,"admiration, neutral",2
unwürdig,"admiration, neutral",2
ärmliche,"admiration, neutral",2
fleisch,"anger, neutral",2
gemahlin,"joy, neutral",2
thüren,"admiration, neutral",2
versetzt,"joy, neutral",2
jungfrau,"admiration, neutral",2
allzu,"embarrassment, joy, neutral",3
starke,"admiration, curiosity, love, neutral",4
kleidern,"admiration, neutral, realization",3
erreichte,"admiration, fear, neutral",3
anerkennen,"embarrassment, neutral",2
stellte,"amusement, curiosity, gratitude, neutral, realization, sadness",6
copist,"admiration, embarrassment, fear, joy, neutral",5
wendete,"fear, neutral",2
naß,"admiration, disgust, neutral",3
begegnete,"neutral, surprise",2
glücklicher,"joy, neutral, sadness",3
befestigt,"admiration, neutral",2
brauchen,"disappointment, neutral",2
sorgen,"admiration, caring, desire, neutral",4
probiren,"annoyance, neutral",2
gefühlt,"neutral, realization",2
veilchen,"admiration, neutral",2
zweig,"joy, neutral",2
dufteten,"admiration, neutral",2
fensterscheibe,"approval, neutral",2
wehten,"admiration, amusement, neutral",3
sägte,"admiration, neutral",2
entzwei,"admiration, disappointment, neutral",3
hingleiten,"amusement, neutral",2
brief,"love, neutral",2
zwang,"approval, neutral",2
verschwand,"admiration, amusement, disappointment, love, neutral, surprise",6
läßt,"fear, neutral",2
flüsterte,"admiration, annoyance, caring, confusion, joy, love, neutral",7
größe,"neutral, surprise",2
merkwürdig,"admiration, disappointment, neutral",3
träumen,"admiration, joy, neutral",3
ungewöhnlich,"admiration, neutral",2
traume,"anger, neutral",2
besorgen,"fear, neutral, sadness",3
sitze,"approval, neutral",2
seiten,"neutral, sadness",2
schnabel,"neutral, pride",2
geschmeidigen,"admiration, neutral",2
pfiff,"fear, neutral, sadness",3
balg,"annoyance, neutral",2
wanderte,"neutral, sadness",2
nannte,"admiration, joy, neutral, sadness",4
papchen,"amusement, disgust, neutral",3
fügte,"amusement, neutral",2
lachte,"amusement, curiosity, joy, neutral",4
gratuliren,"excitement, neutral",2
einziges,"admiration, annoyance, fear, neutral",4
kanarienvogel,"annoyance, desire, neutral",3
spiegelklaren,"admiration, neutral",2
entsinnst,"curiosity, neutral",2
hübschen,"amusement, neutral",2
zelte,"admiration, neutral",2
tanzten,"admiration, amusement, joy, love, neutral",5
laßt,"amusement, annoyance, disapproval, disgust, neutral",5
nennen,"admiration, neutral, realization",3
vaterland,"disappointment, love, neutral",3
lacht,"annoyance, neutral",2
fliege,"admiration, love, neutral",3
gehorchte,"love, neutral",2
augenblicke,"amusement, neutral, sadness",3
geschmeidig,"admiration, neutral",2
funkelnden,"fear, neutral",2
schlich,"fear, neutral, sadness",3
tische,"neutral, realization",2
bewahre,"neutral, surprise",2
brachten,"curiosity, disgust, neutral",3
nachbar,"annoyance, neutral, realization",3
theolog,"approval, neutral",2
gange,"caring, neutral",2
ertönte,"admiration, fear, neutral",3
schweiz,"admiration, disappointment, neutral",3
schwebte,"admiration, disgust, neutral, sadness",4
zustande,"neutral, optimism",2
accreditiv,"disappointment, neutral",2
fühlen,"caring, love, neutral",3
blies,"grief, neutral",2
italien,"admiration, neutral",2
dunkelblauen,"neutral, sadness",2
friedlich,"disappointment, neutral",2
liebliche,"love, neutral",2
irgend,"joy, neutral",2
schlugen,"disgust, neutral",2
bissen,"fear, neutral",2
angeschwollen,"nervousness, neutral",2
schaaren,"neutral, sadness",2
thiere,"neutral, sadness",2
sank,"admiration, annoyance, neutral, realization, sadness",5
sommertage,"joy, neutral",2
wolken,"admiration, confusion, fear, neutral",4
gemälden,"approval, neutral",2
erlebt,"disappointment, disapproval, neutral",3
weiden,"disgust, neutral",2
lumpen,"anger, neutral",2
bot,"gratitude, neutral",2
stall,"grief, neutral, realization",3
frische,"admiration, neutral, surprise",3
verdorrten,"admiration, neutral",2
miserabili,"anger, neutral, surprise",3
eccellenza,"neutral, surprise",2
pfeffer,"admiration, neutral",2
ausgesprochen,"confusion, neutral",2
heimath,"amusement, joy, neutral",3
niemanden,"neutral, realization, sadness",3
grabe,"admiration, neutral",2
schwerer,"anger, desire, neutral, sadness",4
drückt,"curiosity, neutral",2
bewegten,"admiration, love, neutral, realization",4
todten,"neutral, sadness",2
todesschlaf,"neutral, sadness",2
geendet,"approval, neutral",2
kranke,"joy, neutral",2
milden,"love, neutral",2
knieen,"love, neutral",2
thränen,"admiration, joy, neutral",3
herrlichkeiten,"admiration, neutral",2
sarg,"neutral, sadness",2
geliebt,"curiosity, neutral, realization",3
bäume,"admiration, amusement, desire, gratitude, love, neutral",6
johannes,"admiration, caring, gratitude, joy, love, neutral, sadness",7
allezeit,"love, neutral",2
möge,"desire, neutral",2
grab,"caring, neutral",2
geschmückt,"approval, neutral, realization, sadness, surprise",5
gethan,"neutral, realization",2
packte,"admiration, neutral",2
erbtheil,"neutral, sadness",2
psalm,"admiration, approval, neutral",3
gesungen,"admiration, neutral, sadness",3
rothen,"admiration, amusement, anger, approval, fear, gratitude, joy, neutral, realization",9
beschattete,"admiration, neutral",2
heuschober,"admiration, neutral",2
felde,"admiration, neutral",2
zündete,"neutral, sadness",2
aufging,"desire, joy, neutral",3
glocken,"admiration, joy, neutral",3
prediger,"neutral, sadness",2
kirchhofe,"caring, fear, neutral",3
gräber,"anger, neutral",2
schmücken,"annoyance, neutral",2
kirchhofsthüre,"fear, neutral",2
ermüdet,"admiration, excitement, neutral",3
donnerte,"fear, neutral",2
furchtsam,"fear, neutral",2
gutes,"admiration, confusion, disgust, embarrassment, joy, love, neutral, realization",8
gewissen,"disappointment, neutral",2
lebende,"annoyance, neutral",2
schlimme,"disgust, neutral",2
uebles,"annoyance, neutral",2
erweisen,"curiosity, desire, disapproval, neutral",4
schnickschnack,"excitement, neutral",2
bezahlen,"anger, neutral",2
willst,"amusement, anger, approval, caring, curiosity, desire, joy, love, neutral",9
leiche,"annoyance, neutral",2
stören,"desire, neutral",2
bösen,"annoyance, embarrassment, neutral, realization",4
finger,"admiration, amusement, caring, neutral",4
schaukelten,"admiration, neutral",2
lärmen,"fear, neutral",2
bunte,"amusement, neutral",2
spinnen,"amusement, neutral",2
feine,"admiration, amusement, neutral",3
währte,"neutral, sadness",2
eben,"admiration, amusement, annoyance, disappointment, neutral",5
herausgekommen,"disapproval, neutral",2
möglichen,"neutral, realization",2
gesammelt,"anger, neutral",2
ruthen,"curiosity, neutral",2
wohnte,"admiration, curiosity, neutral",3
salbe,"confusion, neutral",2
verlange,"admiration, approval, neutral",3
bezahlt,"admiration, disappointment, excitement, neutral, remorse",5
angenehm,"amusement, disappointment, excitement, neutral, realization",5
schwere,"disappointment, neutral",2
wirtshause,"disappointment, joy, neutral",3
komödie,"admiration, disappointment, neutral, sadness",4
aufstand,"admiration, neutral, realization",3
schlächter,"admiration, neutral",2
schlanke,"joy, neutral",2
holzpuppen,"admiration, neutral",2
glasaugen,"admiration, neutral",2
könnten,"admiration, annoyance, disappointment, neutral",4
kniee,"gratitude, neutral",2
hofleute,"admiration, neutral",2
niedlichsten,"admiration, curiosity, neutral",3
machten,"admiration, neutral",2
städte,"admiration, neutral",2
schlage,"anger, annoyance, approval, neutral",4
wirthshause,"fear, neutral",2
nett,"admiration, neutral",2
rathen,"joy, neutral",2
unterlassen,"admiration, desire, love, neutral, sadness",5
jahres,"annoyance, disappointment, disapproval, joy, neutral",5
ruthe,"approval, neutral",2
ritten,"amusement, neutral",2
kohlschwarzen,"admiration, neutral",2
pferden,"anger, neutral",2
purem,"approval, neutral",2
sonnenstrahl,"neutral, surprise",2
bestimmt,"excitement, neutral, realization",3
pochte,"fear, neutral",2
pantoffeln,"curiosity, neutral, pride",3
haupte,"admiration, neutral",2
scepter,"love, neutral",2
apfel,"admiration, neutral",2
erfuhr,"anger, fear, joy, neutral",4
weinen,"amusement, desire, joy, neutral, sadness",5
aufgegeben,"love, neutral",2
errathen,"annoyance, neutral",2
gerathen,"disappointment, neutral",2
tanzte,"admiration, amusement, joy, neutral, sadness",5
landstraße,"anger, neutral",2
sehnte,"love, neutral",2
herrschte,"fear, joy, neutral",3
geschlossen,"neutral, sadness",2
kuchenfrauen,"joy, neutral, surprise",3
banden,"disgust, neutral",2
priester,"disappointment, neutral, sadness",3
kirchen,"admiration, neutral",2
freiern,"gratitude, neutral",2
ergangen,"curiosity, neutral",2
getrunken,"joy, neutral",2
stuhle,"annoyance, approval, neutral",3
größte,"admiration, amusement, annoyance, fear, neutral, sadness",6
stille,"admiration, caring, love, neutral",4
leuchtenden,"fear, neutral",2
trommel,"anger, neutral",2
saale,"admiration, neutral",2
woran,"curiosity, neutral",2
stark,"admiration, annoyance, curiosity, gratitude, neutral, realization",6
hagelwetter,"disapproval, neutral",2
löste,"annoyance, love, neutral",3
klatschten,"admiration, amusement, neutral",3
könige,"admiration, fear, neutral",3
stürmte,"joy, neutral",2
schilfe,"neutral, sadness",2
sturmwind,"anger, neutral",2
bleich,"admiration, fear, neutral",3
arg,"neutral, optimism",2
wirbelte,"admiration, neutral, sadness",3
ausgewesen,"disapproval, neutral",2
gewonnen,"joy, neutral",2
tauchte,"admiration, neutral, remorse, sadness",4
feierlich,"joy, neutral",2
gehe,"annoyance, curiosity, love, neutral",4
enten,"disappointment, disgust, neutral",3
hühnern,"disgust, neutral",2
wein,"admiration, joy, love, neutral, surprise",5
erleuchtet,"joy, neutral",2
federn,"admiration, amusement, joy, neutral, sadness",5
zauberei,"disgust, neutral",2
lieb,"admiration, disapproval, love, neutral",4
male,"gratitude, neutral, sadness",3
mild,"admiration, neutral, sadness",3
ward,"neutral, sadness",2
lebte,"amusement, love, neutral, realization, sadness",5
kluge,"admiration, neutral",2
bekomme,"annoyance, neutral",2
sticken,"admiration, neutral",2
gelehrsamkeit,"disapproval, neutral",2
wollt,"curiosity, desire, joy, neutral, sadness",5
plaudern,"disgust, neutral",2
nehme,"neutral, sadness",2
gebe,"approval, caring, neutral",3
stande,"disgust, neutral, realization",3
halloh,"excitement, neutral",2
seltenen,"curiosity, neutral",2
anzusehen,"admiration, approval, fear, neutral, pride",5
tölpel,"amusement, neutral",2
holzschuh,"curiosity, neutral",2
füllte,"joy, neutral",2
zeug,"admiration, anger, approval, curiosity, disapproval, neutral, realization",7
glied,"admiration, neutral",2
rühren,"admiration, desire, neutral, surprise",4
empfing,"amusement, disgust, neutral",3
verließ,"curiosity, joy, neutral",3
glühte,"fear, neutral",2
hitze,"amusement, anger, neutral",3
—,"admiration, amusement, anger, approval, caring, confusion, curiosity, disappointment, disapproval, embarrassment, fear, gratitude, joy, love, neutral, realization, sadness, surprise",18
schenken,"amusement, desire, neutral",3
zugleich,"caring, excitement, neutral, realization, sadness",5
wandte,"disappointment, embarrassment, neutral, sadness",4
taschen,"anger, neutral",2
rechter,"excitement, neutral",2
wöchentlich,"approval, neutral",2
vorbeiging,"admiration, neutral",2
sagst,"admiration, neutral",2
sehe,"caring, disapproval, neutral",3
hüten,"curiosity, neutral",2
schulter,"fear, neutral",2
pferdehaut,"neutral, surprise",2
daneben,"disappointment, neutral",2
storch,"disapproval, neutral",2
nest,"disgust, grief, neutral",3
dache,"joy, neutral",2
gedeckt,"approval, neutral",2
reiten,"curiosity, desire, love, neutral",4
komm,"anger, annoyance, curiosity, neutral",4
schüssel,"admiration, neutral",2
schmecken,"admiration, disapproval, neutral",3
sacke,"annoyance, curiosity, fear, love, neutral",5
durfte,"caring, disapproval, neutral",3
aßen,"anger, neutral",2
hörst,"anger, neutral",2
bange,"fear, neutral",2
hu,"annoyance, disgust, neutral",3
könnt,"admiration, caring, neutral",3
aufmachen,"disapproval, neutral",2
scheffel,"admiration, approval, embarrassment, neutral",4
karren,"admiration, neutral",2
floß,"admiration, neutral",2
geschlagen,"neutral, realization",2
dummen,"fear, neutral",2
gestern,"admiration, neutral",2
axt,"annoyance, neutral",2
kaufen,"neutral, optimism, realization, surprise",4
gelaufen,"fear, neutral",2
foppen,"anger, neutral",2
na,"confusion, neutral",2
schlimm,"amusement, annoyance, neutral",3
zurückkehren,"disapproval, neutral",2
liege,"caring, neutral",2
böser,"neutral, realization",2
totschlagen,"anger, neutral",2
kümmel,"annoyance, desire, neutral",3
erschlagen,"annoyance, neutral",2
woher,"joy, neutral",2
flusse,"annoyance, neutral",2
möglich,"admiration, disapproval, neutral",3
viehtreiber,"gratitude, neutral, sadness",3
kommst,"curiosity, neutral",2
kühen,"admiration, neutral",2
warfst,"fear, neutral",2
seevieh,"curiosity, neutral",2
vieh,"curiosity, fear, love, neutral, surprise",5
erzähle,"curiosity, disapproval, neutral",3
umweg,"love, neutral",2
erhalte,"approval, neutral",2
durstig,"neutral, sadness",2
behälter,"joy, neutral",2
spielte,"admiration, joy, neutral, sadness",4
kavalier,"admiration, neutral",2
einschüchtern,"annoyance, neutral",2
braun,"nervousness, neutral",2
brauche,"neutral, sadness",2
arbeitete,"admiration, neutral",2
niedlichen,"amusement, neutral",2
hofdame,"fear, neutral",2
tue,"approval, neutral",2
gegangen,"disappointment, fear, neutral",3
schellen,"admiration, neutral",2
stellten,"annoyance, neutral",2
feuerherd,"amusement, neutral",2
süße,"curiosity, love, neutral",3
haltet,"caring, neutral",2
hineingegangen,"admiration, neutral",2
rieb,"confusion, neutral, realization",3
sputete,"fear, neutral",2
leise,"admiration, amusement, disgust, joy, neutral, sadness",6
geschöpf,"annoyance, curiosity, neutral",3
haaren,"admiration, disgust, neutral",3
schlafkammer,"admiration, neutral",2
schrecklich,"admiration, fear, neutral",3
wiege,"admiration, desire, neutral",3
nackten,"neutral, sadness",2
langes,"amusement, neutral",2
blondes,"admiration, neutral",2
fror,"admiration, neutral",2
beinahe,"annoyance, disappointment, neutral",3
schleier,"admiration, neutral",2
schneeweißes,"neutral, surprise",2
erlosch,"admiration, neutral",2
erlischt,"neutral, realization",2
herrliche,"admiration, confusion, curiosity, joy, neutral, sadness, surprise",7
gänsebraten,"joy, neutral",2
strich,"admiration, neutral",2
glanze,"admiration, neutral",2
heller,"admiration, joy, neutral",3
glanz,"admiration, neutral",2
hunger,"neutral, sadness",2
starr,"embarrassment, neutral",2
traf,"fear, neutral, sadness",3
garstig,"disgust, neutral",2
lampen,"amusement, neutral",2
magst,"approval, neutral",2
teetassen,"disapproval, neutral",2
